row,s,dis,displayName,jerseyNumber
61712,0.12,0.01,Senorise Perry,34
61713,0.23,0.02,Senorise Perry,34
61714,0.3,0.03,Senorise Perry,34
61715,0.37,0.03,Senorise Perry,34
61716,0.46,0.04,Senorise Perry,34
61717,0.54,0.05,Senorise Perry,34
61718,0.72,0.07,Senorise Perry,34
61719,0.89,0.08,Senorise Perry,34
61720,1.02,0.1,Senorise Perry,34
61721,1.13,0.11,Senorise Perry,34
61722,1.22,0.12,Senorise Perry,34
61723,1.31,0.13,Senorise Perry,34
61724,1.41,0.14,Senorise Perry,34
61725,1.45,0.14,Senorise Perry,34
61726,1.5,0.15,Senorise Perry,34
61727,1.49,0.15,Senorise Perry,34
61728,1.49,0.15,Senorise Perry,34
61729,1.51,0.15,Senorise Perry,34
61730,1.55,0.16,Senorise Perry,34
61731,1.69,0.17,Senorise Perry,34
61732,1.75,0.17,Senorise Perry,34
61733,1.81,0.18,Senorise Perry,34
61734,1.83,0.18,Senorise Perry,34
61735,1.82,0.18,Senorise Perry,34
61736,1.72,0.17,Senorise Perry,34
61737,1.51,0.16,Senorise Perry,34
61738,1.28,0.13,Senorise Perry,34
61739,1.03,0.11,Senorise Perry,34
61740,0.9,0.09,Senorise Perry,34
61741,1.18,0.12,Senorise Perry,34
61742,1.52,0.14,Senorise Perry,34
61743,1.93,0.19,Senorise Perry,34
61744,2.43,0.24,Senorise Perry,34
61745,2.93,0.28,Senorise Perry,34
61746,3.3,0.31,Senorise Perry,34
61747,3.7,0.36,Senorise Perry,34
61748,4.09,0.4,Senorise Perry,34
61749,4.48,0.44,Senorise Perry,34
61750,4.68,0.46,Senorise Perry,34
61751,4.79,0.47,Senorise Perry,34
61752,4.93,0.49,Senorise Perry,34
61753,5.01,0.5,Senorise Perry,34
61754,5.03,0.5,Senorise Perry,34
61755,4.92,0.49,Senorise Perry,34
61756,4.68,0.47,Senorise Perry,34
61757,4.5,0.46,Senorise Perry,34
61758,4.3,0.43,Senorise Perry,34
61759,4,0.41,Senorise Perry,34
61760,3.69,0.38,Senorise Perry,34
61761,3.26,0.34,Senorise Perry,34
61762,3.02,0.32,Senorise Perry,34
61763,2.75,0.28,Senorise Perry,34
61764,2.62,0.27,Senorise Perry,34
61765,2.56,0.26,Senorise Perry,34
61766,2.51,0.24,Senorise Perry,34
61767,2.64,0.26,Senorise Perry,34
61768,2.68,0.26,Senorise Perry,34
61769,2.73,0.27,Senorise Perry,34
61770,2.58,0.26,Senorise Perry,34
61771,2.42,0.24,Senorise Perry,34
61772,2.19,0.23,Senorise Perry,34
61773,2.01,0.21,Senorise Perry,34
61774,1.75,0.19,Senorise Perry,34
61775,1.63,0.17,Senorise Perry,34
61776,1.63,0.17,Senorise Perry,34
61777,1.87,0.19,Senorise Perry,34
61778,2.15,0.21,Senorise Perry,34
61779,2.42,0.23,Senorise Perry,34
61780,2.62,0.25,Senorise Perry,34
61781,2.71,0.26,Senorise Perry,34
61782,2.81,0.28,Senorise Perry,34
61783,2.81,0.28,Senorise Perry,34
61784,2.78,0.27,Senorise Perry,34
61785,2.67,0.27,Senorise Perry,34
61786,2.49,0.26,Senorise Perry,34
61787,2.31,0.24,Senorise Perry,34
61788,2.08,0.22,Senorise Perry,34
61789,0.1,0.01,Stephone Anthony,44
61790,0.13,0.01,Stephone Anthony,44
61791,0.13,0.01,Stephone Anthony,44
61792,0.13,0.01,Stephone Anthony,44
61793,0.15,0.02,Stephone Anthony,44
61794,0.14,0.01,Stephone Anthony,44
61795,0.11,0.01,Stephone Anthony,44
61796,0.19,0.02,Stephone Anthony,44
61797,0.47,0.06,Stephone Anthony,44
61798,0.72,0.08,Stephone Anthony,44
61799,1.27,0.15,Stephone Anthony,44
61800,1.69,0.17,Stephone Anthony,44
61801,2.04,0.2,Stephone Anthony,44
61802,2.52,0.25,Stephone Anthony,44
61803,2.91,0.28,Stephone Anthony,44
61804,3.35,0.33,Stephone Anthony,44
61805,3.74,0.36,Stephone Anthony,44
61806,4.1,0.4,Stephone Anthony,44
61807,4.43,0.43,Stephone Anthony,44
61808,4.85,0.48,Stephone Anthony,44
61809,5.16,0.5,Stephone Anthony,44
61810,5.53,0.54,Stephone Anthony,44
61811,5.8,0.57,Stephone Anthony,44
61812,6.05,0.6,Stephone Anthony,44
61813,6.33,0.62,Stephone Anthony,44
61814,6.61,0.66,Stephone Anthony,44
61815,6.7,0.67,Stephone Anthony,44
61816,6.73,0.67,Stephone Anthony,44
61817,6.79,0.68,Stephone Anthony,44
61818,6.8,0.68,Stephone Anthony,44
61819,6.75,0.68,Stephone Anthony,44
61820,6.7,0.68,Stephone Anthony,44
61821,6.63,0.67,Stephone Anthony,44
61822,6.5,0.66,Stephone Anthony,44
61823,6.34,0.64,Stephone Anthony,44
61824,6.11,0.62,Stephone Anthony,44
61825,5.9,0.6,Stephone Anthony,44
61826,5.69,0.58,Stephone Anthony,44
61827,5.44,0.56,Stephone Anthony,44
61828,5.26,0.54,Stephone Anthony,44
61829,5.08,0.52,Stephone Anthony,44
61830,4.77,0.49,Stephone Anthony,44
61831,4.49,0.46,Stephone Anthony,44
61832,4.15,0.43,Stephone Anthony,44
61833,3.8,0.39,Stephone Anthony,44
61834,3.39,0.36,Stephone Anthony,44
61835,3.06,0.32,Stephone Anthony,44
61836,2.79,0.29,Stephone Anthony,44
61837,2.51,0.26,Stephone Anthony,44
61838,2.3,0.24,Stephone Anthony,44
61839,2.14,0.22,Stephone Anthony,44
61840,2.09,0.21,Stephone Anthony,44
61841,2.21,0.22,Stephone Anthony,44
61842,2.43,0.24,Stephone Anthony,44
61843,2.54,0.25,Stephone Anthony,44
61844,2.73,0.27,Stephone Anthony,44
61845,2.95,0.3,Stephone Anthony,44
61846,3.05,0.3,Stephone Anthony,44
61847,3.13,0.31,Stephone Anthony,44
61848,3.24,0.32,Stephone Anthony,44
61849,3.44,0.35,Stephone Anthony,44
61850,3.56,0.35,Stephone Anthony,44
61851,3.6,0.36,Stephone Anthony,44
61852,3.61,0.36,Stephone Anthony,44
61853,3.6,0.36,Stephone Anthony,44
61854,3.67,0.37,Stephone Anthony,44
61855,3.7,0.38,Stephone Anthony,44
61856,3.7,0.37,Stephone Anthony,44
61857,3.72,0.38,Stephone Anthony,44
61858,3.77,0.38,Stephone Anthony,44
61859,3.76,0.38,Stephone Anthony,44
61860,3.78,0.38,Stephone Anthony,44
61861,3.91,0.4,Stephone Anthony,44
61862,4,0.41,Stephone Anthony,44
61863,4.03,0.41,Stephone Anthony,44
61864,4.1,0.41,Stephone Anthony,44
61865,4.06,0.4,Stephone Anthony,44
61866,3.99,0.4,Stephone Anthony,44
61867,3.93,0.4,Stephone Anthony,44
61868,3.78,0.38,Stephone Anthony,44
61869,3.65,0.37,Stephone Anthony,44
61870,3.53,0.36,Stephone Anthony,44
61871,3.37,0.34,Stephone Anthony,44
61872,3.2,0.33,Stephone Anthony,44
61873,3.05,0.31,Stephone Anthony,44
61874,2.9,0.3,Stephone Anthony,44
61875,2.74,0.28,Stephone Anthony,44
61876,2.57,0.26,Stephone Anthony,44
61877,2.42,0.25,Stephone Anthony,44
61878,2.27,0.23,Stephone Anthony,44
61879,0.09,0.01,Nick O'Leary,83
61880,0.07,0.01,Nick O'Leary,83
61881,0.01,0,Nick O'Leary,83
61882,0.09,0.01,Nick O'Leary,83
61883,0.09,0.01,Nick O'Leary,83
61884,0.12,0.01,Nick O'Leary,83
61885,0.19,0.02,Nick O'Leary,83
61886,0.32,0.03,Nick O'Leary,83
61887,0.44,0.04,Nick O'Leary,83
61888,0.7,0.07,Nick O'Leary,83
61889,0.93,0.09,Nick O'Leary,83
61890,1.25,0.12,Nick O'Leary,83
61891,1.5,0.15,Nick O'Leary,83
61892,1.89,0.19,Nick O'Leary,83
61893,2.31,0.23,Nick O'Leary,83
61894,2.67,0.26,Nick O'Leary,83
61895,3.04,0.29,Nick O'Leary,83
61896,3.4,0.33,Nick O'Leary,83
61897,3.81,0.37,Nick O'Leary,83
61898,4.15,0.4,Nick O'Leary,83
61899,4.48,0.43,Nick O'Leary,83
61900,4.85,0.47,Nick O'Leary,83
61901,5.16,0.5,Nick O'Leary,83
61902,5.42,0.53,Nick O'Leary,83
61903,5.62,0.55,Nick O'Leary,83
61904,5.8,0.57,Nick O'Leary,83
61905,5.92,0.59,Nick O'Leary,83
61906,6.01,0.6,Nick O'Leary,83
61907,6.04,0.6,Nick O'Leary,83
61908,5.95,0.6,Nick O'Leary,83
61909,5.82,0.59,Nick O'Leary,83
61910,5.63,0.57,Nick O'Leary,83
61911,5.37,0.55,Nick O'Leary,83
61912,4.99,0.51,Nick O'Leary,83
61913,4.58,0.47,Nick O'Leary,83
61914,4.17,0.44,Nick O'Leary,83
61915,3.7,0.39,Nick O'Leary,83
61916,3.15,0.34,Nick O'Leary,83
61917,2.73,0.29,Nick O'Leary,83
61918,2.24,0.25,Nick O'Leary,83
61919,1.84,0.2,Nick O'Leary,83
61920,1.45,0.16,Nick O'Leary,83
61921,1.12,0.13,Nick O'Leary,83
61922,0.93,0.1,Nick O'Leary,83
61923,0.83,0.09,Nick O'Leary,83
61924,0.86,0.08,Nick O'Leary,83
61925,0.98,0.09,Nick O'Leary,83
61926,1.14,0.11,Nick O'Leary,83
61927,1.28,0.12,Nick O'Leary,83
61928,1.37,0.13,Nick O'Leary,83
61929,1.51,0.15,Nick O'Leary,83
61930,1.64,0.16,Nick O'Leary,83
61931,1.84,0.18,Nick O'Leary,83
61932,2.03,0.2,Nick O'Leary,83
61933,2.15,0.21,Nick O'Leary,83
61934,2.33,0.23,Nick O'Leary,83
61935,2.51,0.25,Nick O'Leary,83
61936,2.64,0.26,Nick O'Leary,83
61937,2.8,0.27,Nick O'Leary,83
61938,2.82,0.28,Nick O'Leary,83
61939,3,0.3,Nick O'Leary,83
61940,3.23,0.32,Nick O'Leary,83
61941,3.41,0.33,Nick O'Leary,83
61942,3.65,0.36,Nick O'Leary,83
61943,3.82,0.38,Nick O'Leary,83
61944,3.85,0.39,Nick O'Leary,83
61945,3.95,0.39,Nick O'Leary,83
61946,4.01,0.4,Nick O'Leary,83
61947,4.23,0.42,Nick O'Leary,83
61948,4.4,0.44,Nick O'Leary,83
61949,4.48,0.44,Nick O'Leary,83
61950,4.7,0.47,Nick O'Leary,83
61951,4.9,0.49,Nick O'Leary,83
61952,5.13,0.51,Nick O'Leary,83
61953,5.32,0.53,Nick O'Leary,83
61954,5.47,0.54,Nick O'Leary,83
61955,5.57,0.55,Nick O'Leary,83
61956,5.59,0.56,Nick O'Leary,83
61957,5.57,0.56,Nick O'Leary,83
61958,5.54,0.56,Nick O'Leary,83
61959,5.49,0.55,Nick O'Leary,83
61960,5.51,0.56,Nick O'Leary,83
61961,5.49,0.55,Nick O'Leary,83
61962,5.46,0.55,Nick O'Leary,83
61963,5.44,0.55,Nick O'Leary,83
61964,5.38,0.54,Nick O'Leary,83
61965,5.34,0.54,Nick O'Leary,83
61966,5.26,0.53,Nick O'Leary,83
61967,5.13,0.52,Nick O'Leary,83
61968,5,0.51,Nick O'Leary,83
61969,0.1,0.01,Denzel Rice,37
61970,0.12,0.01,Denzel Rice,37
61971,0.14,0.01,Denzel Rice,37
61972,0.18,0.02,Denzel Rice,37
61973,0.24,0.03,Denzel Rice,37
61974,0.38,0.04,Denzel Rice,37
61975,0.59,0.06,Denzel Rice,37
61976,0.88,0.09,Denzel Rice,37
61977,1.4,0.14,Denzel Rice,37
61978,1.84,0.17,Denzel Rice,37
61979,2.24,0.22,Denzel Rice,37
61980,2.77,0.27,Denzel Rice,37
61981,3.38,0.33,Denzel Rice,37
61982,3.95,0.38,Denzel Rice,37
61983,4.49,0.43,Denzel Rice,37
61984,5,0.48,Denzel Rice,37
61985,5.49,0.53,Denzel Rice,37
61986,5.96,0.58,Denzel Rice,37
61987,6.35,0.62,Denzel Rice,37
61988,6.71,0.66,Denzel Rice,37
61989,7,0.69,Denzel Rice,37
61990,7.24,0.71,Denzel Rice,37
61991,7.61,0.75,Denzel Rice,37
61992,7.78,0.77,Denzel Rice,37
61993,7.93,0.79,Denzel Rice,37
61994,8.04,0.81,Denzel Rice,37
61995,8.19,0.83,Denzel Rice,37
61996,8.39,0.85,Denzel Rice,37
61997,8.48,0.85,Denzel Rice,37
61998,8.57,0.86,Denzel Rice,37
61999,8.65,0.87,Denzel Rice,37
62000,8.82,0.89,Denzel Rice,37
62001,8.77,0.88,Denzel Rice,37
62002,8.96,0.9,Denzel Rice,37
62003,9.05,0.91,Denzel Rice,37
62004,8.98,0.9,Denzel Rice,37
62005,9.17,0.93,Denzel Rice,37
62006,9.25,0.93,Denzel Rice,37
62007,9.29,0.94,Denzel Rice,37
62008,9.32,0.95,Denzel Rice,37
62009,9.42,0.96,Denzel Rice,37
62010,9.38,0.94,Denzel Rice,37
62011,9.36,0.94,Denzel Rice,37
62012,9.35,0.94,Denzel Rice,37
62013,9.38,0.94,Denzel Rice,37
62014,9.39,0.94,Denzel Rice,37
62015,9.28,0.93,Denzel Rice,37
62016,9.26,0.93,Denzel Rice,37
62017,9.31,0.94,Denzel Rice,37
62018,9.35,0.94,Denzel Rice,37
62019,9.32,0.94,Denzel Rice,37
62020,9.29,0.93,Denzel Rice,37
62021,9.25,0.93,Denzel Rice,37
62022,9.17,0.93,Denzel Rice,37
62023,9.08,0.92,Denzel Rice,37
62024,9.04,0.92,Denzel Rice,37
62025,8.94,0.91,Denzel Rice,37
62026,8.85,0.9,Denzel Rice,37
62027,8.81,0.9,Denzel Rice,37
62028,8.72,0.88,Denzel Rice,37
62029,8.6,0.87,Denzel Rice,37
62030,8.49,0.86,Denzel Rice,37
62031,8.47,0.86,Denzel Rice,37
62032,8.38,0.84,Denzel Rice,37
62033,8.26,0.83,Denzel Rice,37
62034,8.18,0.82,Denzel Rice,37
62035,8.1,0.82,Denzel Rice,37
62036,8,0.81,Denzel Rice,37
62037,7.91,0.8,Denzel Rice,37
62038,7.84,0.79,Denzel Rice,37
62039,7.64,0.77,Denzel Rice,37
62040,7.55,0.77,Denzel Rice,37
62041,7.46,0.76,Denzel Rice,37
62042,7.33,0.74,Denzel Rice,37
62043,7.2,0.73,Denzel Rice,37
62044,7.16,0.74,Denzel Rice,37
62045,7.11,0.73,Denzel Rice,37
62046,7.07,0.72,Denzel Rice,37
62047,7.01,0.71,Denzel Rice,37
62048,6.98,0.71,Denzel Rice,37
62049,6.93,0.7,Denzel Rice,37
62050,6.88,0.69,Denzel Rice,37
62051,6.83,0.69,Denzel Rice,37
62052,6.7,0.68,Denzel Rice,37
62053,6.64,0.67,Denzel Rice,37
62054,6.59,0.67,Denzel Rice,37
62055,6.46,0.66,Denzel Rice,37
62056,6.41,0.65,Denzel Rice,37
62057,6.28,0.64,Denzel Rice,37
62058,6.1,0.62,Denzel Rice,37
62059,0.16,0.02,Mike Hull,45
62060,0.15,0.01,Mike Hull,45
62061,0.12,0.01,Mike Hull,45
62062,0.07,0.01,Mike Hull,45
62063,0.06,0.01,Mike Hull,45
62064,0.04,0,Mike Hull,45
62065,0.1,0.01,Mike Hull,45
62066,0.15,0.02,Mike Hull,45
62067,0.35,0.04,Mike Hull,45
62068,0.65,0.06,Mike Hull,45
62069,0.86,0.08,Mike Hull,45
62070,1.2,0.12,Mike Hull,45
62071,1.67,0.17,Mike Hull,45
62072,2.19,0.22,Mike Hull,45
62073,2.59,0.25,Mike Hull,45
62074,3.04,0.3,Mike Hull,45
62075,3.43,0.33,Mike Hull,45
62076,3.77,0.36,Mike Hull,45
62077,4.17,0.41,Mike Hull,45
62078,4.71,0.48,Mike Hull,45
62079,5.12,0.51,Mike Hull,45
62080,5.45,0.54,Mike Hull,45
62081,5.8,0.58,Mike Hull,45
62082,6.07,0.6,Mike Hull,45
62083,6.33,0.62,Mike Hull,45
62084,6.54,0.65,Mike Hull,45
62085,6.71,0.67,Mike Hull,45
62086,6.9,0.69,Mike Hull,45
62087,6.96,0.69,Mike Hull,45
62088,7.02,0.7,Mike Hull,45
62089,7.07,0.71,Mike Hull,45
62090,7.19,0.73,Mike Hull,45
62091,7.21,0.72,Mike Hull,45
62092,7.25,0.73,Mike Hull,45
62093,7.32,0.73,Mike Hull,45
62094,7.4,0.74,Mike Hull,45
62095,7.42,0.74,Mike Hull,45
62096,7.41,0.74,Mike Hull,45
62097,7.46,0.75,Mike Hull,45
62098,7.48,0.75,Mike Hull,45
62099,7.46,0.75,Mike Hull,45
62100,7.42,0.74,Mike Hull,45
62101,7.33,0.74,Mike Hull,45
62102,7.28,0.73,Mike Hull,45
62103,7.24,0.73,Mike Hull,45
62104,7.13,0.72,Mike Hull,45
62105,7,0.71,Mike Hull,45
62106,6.88,0.7,Mike Hull,45
62107,6.7,0.68,Mike Hull,45
62108,6.54,0.66,Mike Hull,45
62109,6.44,0.65,Mike Hull,45
62110,6.31,0.64,Mike Hull,45
62111,6.25,0.63,Mike Hull,45
62112,6.22,0.63,Mike Hull,45
62113,6.06,0.61,Mike Hull,45
62114,5.98,0.61,Mike Hull,45
62115,5.87,0.59,Mike Hull,45
62116,5.93,0.61,Mike Hull,45
62117,5.91,0.6,Mike Hull,45
62118,5.92,0.6,Mike Hull,45
62119,5.85,0.59,Mike Hull,45
62120,5.7,0.57,Mike Hull,45
62121,5.84,0.6,Mike Hull,45
62122,5.78,0.58,Mike Hull,45
62123,5.89,0.61,Mike Hull,45
62124,6.09,0.63,Mike Hull,45
62125,6.05,0.6,Mike Hull,45
62126,6.11,0.62,Mike Hull,45
62127,6.14,0.62,Mike Hull,45
62128,6.12,0.62,Mike Hull,45
62129,6.12,0.62,Mike Hull,45
62130,6.17,0.62,Mike Hull,45
62131,6.15,0.62,Mike Hull,45
62132,6.28,0.64,Mike Hull,45
62133,6.29,0.63,Mike Hull,45
62134,6.23,0.63,Mike Hull,45
62135,6.3,0.64,Mike Hull,45
62136,6.36,0.64,Mike Hull,45
62137,6.35,0.64,Mike Hull,45
62138,6.29,0.63,Mike Hull,45
62139,6.32,0.64,Mike Hull,45
62140,6.3,0.63,Mike Hull,45
62141,6.27,0.63,Mike Hull,45
62142,6.25,0.63,Mike Hull,45
62143,6.13,0.62,Mike Hull,45
62144,5.99,0.61,Mike Hull,45
62145,5.81,0.59,Mike Hull,45
62146,5.57,0.56,Mike Hull,45
62147,5.27,0.54,Mike Hull,45
62148,5.02,0.51,Mike Hull,45
62149,0.08,0.01,Dean Marlowe,31
62150,0.15,0.02,Dean Marlowe,31
62151,0.16,0.01,Dean Marlowe,31
62152,0.19,0.02,Dean Marlowe,31
62153,0.31,0.04,Dean Marlowe,31
62154,0.46,0.04,Dean Marlowe,31
62155,0.76,0.07,Dean Marlowe,31
62156,1.19,0.09,Dean Marlowe,31
62157,1.81,0.16,Dean Marlowe,31
62158,2.41,0.22,Dean Marlowe,31
62159,2.88,0.27,Dean Marlowe,31
62160,3.57,0.36,Dean Marlowe,31
62161,4.04,0.39,Dean Marlowe,31
62162,4.54,0.44,Dean Marlowe,31
62163,5.2,0.51,Dean Marlowe,31
62164,5.63,0.55,Dean Marlowe,31
62165,6.02,0.59,Dean Marlowe,31
62166,6.34,0.62,Dean Marlowe,31
62167,6.64,0.65,Dean Marlowe,31
62168,6.93,0.68,Dean Marlowe,31
62169,7.16,0.71,Dean Marlowe,31
62170,7.36,0.73,Dean Marlowe,31
62171,7.58,0.75,Dean Marlowe,31
62172,7.76,0.77,Dean Marlowe,31
62173,8.02,0.8,Dean Marlowe,31
62174,8.2,0.82,Dean Marlowe,31
62175,8.32,0.83,Dean Marlowe,31
62176,8.44,0.85,Dean Marlowe,31
62177,8.55,0.86,Dean Marlowe,31
62178,8.73,0.88,Dean Marlowe,31
62179,8.88,0.89,Dean Marlowe,31
62180,8.91,0.89,Dean Marlowe,31
62181,9.07,0.92,Dean Marlowe,31
62182,9.27,0.94,Dean Marlowe,31
62183,9.31,0.94,Dean Marlowe,31
62184,9.29,0.93,Dean Marlowe,31
62185,9.47,0.96,Dean Marlowe,31
62186,9.52,0.96,Dean Marlowe,31
62187,9.59,0.97,Dean Marlowe,31
62188,9.66,0.97,Dean Marlowe,31
62189,9.75,0.98,Dean Marlowe,31
62190,9.81,0.98,Dean Marlowe,31
62191,9.87,0.99,Dean Marlowe,31
62192,9.95,0.99,Dean Marlowe,31
62193,9.99,1,Dean Marlowe,31
62194,10.01,1.01,Dean Marlowe,31
62195,9.97,1,Dean Marlowe,31
62196,9.94,1,Dean Marlowe,31
62197,9.89,1,Dean Marlowe,31
62198,9.85,1,Dean Marlowe,31
62199,9.74,0.99,Dean Marlowe,31
62200,9.61,0.97,Dean Marlowe,31
62201,9.49,0.96,Dean Marlowe,31
62202,9.37,0.95,Dean Marlowe,31
62203,9.3,0.95,Dean Marlowe,31
62204,9.07,0.92,Dean Marlowe,31
62205,8.78,0.89,Dean Marlowe,31
62206,8.47,0.86,Dean Marlowe,31
62207,8.14,0.83,Dean Marlowe,31
62208,7.81,0.8,Dean Marlowe,31
62209,7.47,0.76,Dean Marlowe,31
62210,7.15,0.73,Dean Marlowe,31
62211,6.97,0.72,Dean Marlowe,31
62212,6.76,0.69,Dean Marlowe,31
62213,6.61,0.67,Dean Marlowe,31
62214,6.55,0.67,Dean Marlowe,31
62215,6.52,0.66,Dean Marlowe,31
62216,6.55,0.66,Dean Marlowe,31
62217,6.54,0.66,Dean Marlowe,31
62218,6.55,0.66,Dean Marlowe,31
62219,6.55,0.66,Dean Marlowe,31
62220,6.63,0.67,Dean Marlowe,31
62221,6.69,0.68,Dean Marlowe,31
62222,6.67,0.67,Dean Marlowe,31
62223,6.61,0.67,Dean Marlowe,31
62224,6.6,0.67,Dean Marlowe,31
62225,6.6,0.67,Dean Marlowe,31
62226,6.54,0.66,Dean Marlowe,31
62227,6.54,0.67,Dean Marlowe,31
62228,6.68,0.68,Dean Marlowe,31
62229,6.8,0.69,Dean Marlowe,31
62230,6.9,0.69,Dean Marlowe,31
62231,6.93,0.69,Dean Marlowe,31
62232,6.94,0.69,Dean Marlowe,31
62233,6.93,0.69,Dean Marlowe,31
62234,6.87,0.69,Dean Marlowe,31
62235,6.76,0.68,Dean Marlowe,31
62236,6.48,0.66,Dean Marlowe,31
62237,6.2,0.63,Dean Marlowe,31
62238,5.93,0.61,Dean Marlowe,31
62239,0.77,0.08,Kenyan Drake,32
62240,0.86,0.08,Kenyan Drake,32
62241,0.97,0.09,Kenyan Drake,32
62242,1.05,0.1,Kenyan Drake,32
62243,1.13,0.11,Kenyan Drake,32
62244,1.1,0.1,Kenyan Drake,32
62245,1.07,0.11,Kenyan Drake,32
62246,1.03,0.1,Kenyan Drake,32
62247,0.97,0.1,Kenyan Drake,32
62248,0.89,0.09,Kenyan Drake,32
62249,0.83,0.08,Kenyan Drake,32
62250,0.92,0.1,Kenyan Drake,32
62251,1.01,0.1,Kenyan Drake,32
62252,1.17,0.12,Kenyan Drake,32
62253,1.5,0.15,Kenyan Drake,32
62254,1.66,0.16,Kenyan Drake,32
62255,1.88,0.18,Kenyan Drake,32
62256,2.19,0.21,Kenyan Drake,32
62257,2.68,0.25,Kenyan Drake,32
62258,3.04,0.29,Kenyan Drake,32
62259,3.37,0.33,Kenyan Drake,32
62260,3.72,0.36,Kenyan Drake,32
62261,4.04,0.39,Kenyan Drake,32
62262,4.36,0.43,Kenyan Drake,32
62263,4.69,0.47,Kenyan Drake,32
62264,5.06,0.51,Kenyan Drake,32
62265,5.33,0.53,Kenyan Drake,32
62266,5.56,0.55,Kenyan Drake,32
62267,5.8,0.58,Kenyan Drake,32
62268,5.98,0.6,Kenyan Drake,32
62269,6.13,0.61,Kenyan Drake,32
62270,6.17,0.62,Kenyan Drake,32
62271,6.14,0.61,Kenyan Drake,32
62272,6.11,0.62,Kenyan Drake,32
62273,6.07,0.62,Kenyan Drake,32
62274,5.91,0.6,Kenyan Drake,32
62275,5.7,0.58,Kenyan Drake,32
62276,5.45,0.55,Kenyan Drake,32
62277,5.22,0.53,Kenyan Drake,32
62278,5.04,0.52,Kenyan Drake,32
62279,4.76,0.49,Kenyan Drake,32
62280,4.57,0.47,Kenyan Drake,32
62281,4.4,0.45,Kenyan Drake,32
62282,4.35,0.45,Kenyan Drake,32
62283,4.24,0.43,Kenyan Drake,32
62284,4.26,0.43,Kenyan Drake,32
62285,4.34,0.44,Kenyan Drake,32
62286,4.55,0.46,Kenyan Drake,32
62287,4.64,0.46,Kenyan Drake,32
62288,4.73,0.47,Kenyan Drake,32
62289,4.85,0.49,Kenyan Drake,32
62290,5.08,0.51,Kenyan Drake,32
62291,5.51,0.56,Kenyan Drake,32
62292,5.84,0.59,Kenyan Drake,32
62293,6.03,0.59,Kenyan Drake,32
62294,6.23,0.62,Kenyan Drake,32
62295,6.53,0.65,Kenyan Drake,32
62296,6.78,0.66,Kenyan Drake,32
62297,7.05,0.7,Kenyan Drake,32
62298,7.22,0.71,Kenyan Drake,32
62299,7.38,0.73,Kenyan Drake,32
62300,7.55,0.75,Kenyan Drake,32
62301,7.73,0.77,Kenyan Drake,32
62302,7.76,0.78,Kenyan Drake,32
62303,7.72,0.77,Kenyan Drake,32
62304,7.66,0.77,Kenyan Drake,32
62305,7.54,0.76,Kenyan Drake,32
62306,7.39,0.75,Kenyan Drake,32
62307,7.19,0.73,Kenyan Drake,32
62308,7.01,0.71,Kenyan Drake,32
62309,6.77,0.69,Kenyan Drake,32
62310,6.61,0.67,Kenyan Drake,32
62311,6.41,0.65,Kenyan Drake,32
62312,6.22,0.63,Kenyan Drake,32
62313,6.25,0.64,Kenyan Drake,32
62314,6.32,0.64,Kenyan Drake,32
62315,6.4,0.64,Kenyan Drake,32
62316,6.44,0.65,Kenyan Drake,32
62317,6.55,0.66,Kenyan Drake,32
62318,6.62,0.66,Kenyan Drake,32
62319,6.64,0.66,Kenyan Drake,32
62320,6.55,0.42,Kenyan Drake,32
62321,6.52,0.28,Kenyan Drake,32
62322,6.34,1.48,Kenyan Drake,32
62323,6.21,0.63,Kenyan Drake,32
62324,5.99,0.61,Kenyan Drake,32
62325,5.71,0.58,Kenyan Drake,32
62326,5.41,0.55,Kenyan Drake,32
62327,5.08,0.52,Kenyan Drake,32
62328,4.72,0.48,Kenyan Drake,32
62329,0.11,0.01,Leonte Carroo,88
62330,0.11,0.01,Leonte Carroo,88
62331,0.06,0,Leonte Carroo,88
62332,0.05,0.01,Leonte Carroo,88
62333,0.04,0,Leonte Carroo,88
62334,0.01,0,Leonte Carroo,88
62335,0.02,0,Leonte Carroo,88
62336,0.1,0.01,Leonte Carroo,88
62337,0.2,0.02,Leonte Carroo,88
62338,0.46,0.05,Leonte Carroo,88
62339,0.75,0.08,Leonte Carroo,88
62340,1.11,0.11,Leonte Carroo,88
62341,1.61,0.16,Leonte Carroo,88
62342,2.08,0.19,Leonte Carroo,88
62343,2.52,0.24,Leonte Carroo,88
62344,2.96,0.28,Leonte Carroo,88
62345,3.43,0.33,Leonte Carroo,88
62346,3.87,0.37,Leonte Carroo,88
62347,4.29,0.42,Leonte Carroo,88
62348,4.68,0.46,Leonte Carroo,88
62349,5.02,0.49,Leonte Carroo,88
62350,5.26,0.52,Leonte Carroo,88
62351,5.48,0.54,Leonte Carroo,88
62352,5.96,0.6,Leonte Carroo,88
62353,6.17,0.61,Leonte Carroo,88
62354,6.35,0.63,Leonte Carroo,88
62355,6.5,0.65,Leonte Carroo,88
62356,6.63,0.66,Leonte Carroo,88
62357,6.76,0.68,Leonte Carroo,88
62358,6.88,0.69,Leonte Carroo,88
62359,6.97,0.7,Leonte Carroo,88
62360,7.02,0.7,Leonte Carroo,88
62361,7,0.7,Leonte Carroo,88
62362,6.97,0.7,Leonte Carroo,88
62363,6.94,0.69,Leonte Carroo,88
62364,6.86,0.69,Leonte Carroo,88
